Field name,Reservoir unit,Country,Region,Tectonic regime,Onshore/offshore,Hydrocarbon type,Productive area,Period,Depositional system,Depositional environment,Lithology,Porosity type,Gross,Netpay,Porosity,Permeability,Structural setting,Trapping mechanism,Depth
ANSAI,YANCHANG,CHINA,FAR EAST,COMPRESSION,ONSHORE,OIL,143074.75,TRIASSIC,LACUSTRINE,LACUSTRINE RIVER-DELTA,SANDSTONE,SECONDARY INTRAGRANULAR/MICROPOROSITY,450.0,,12.3,2.2,FORELAND,DEPOSITIONAL,554.3
ANSCHUTZ RANCH EAST,NUGGET,USA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS-CONDENSATE,11115.0,JURASSIC,DESERT,ERG,SANDSTONE,PRIMARY INTERGRANULAR,311.0,248.8,10.0,3.0,SUB-THRUST,FOLD,3771.3
ANTRIM SHALE,ANTRIM SHALE (NORWOOD-LACHINE),USA,NORTH AMERICA,STRIKE-SLIP,ONSHORE,GAS,6175000.000000001,DEVONIAN,DEEP MARINE,MUD-RICH SLOPE,SHALE,MICROPOROSITY,30.5,24.4,4.0,10.0,INTRACRATONIC,DIAGENETIC,152.4
APIAY,K-2 AND K-1 (UNE AND CHIPAQUE),COLOMBIA,LATIN AMERICA,COMPRESSION,ONSHORE,OIL,8645.0,CRETACEOUS,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,,,12.0,50.0,WRENCH,FOLD,3033.5
APPLETON,SMACKOVER,USA,NORTH AMERICA,EXTENSION,ONSHORE,OIL,2074.8,JURASSIC,HIGH-ENERGY CARBONATE SAND,HIGH-ENERGY RAMP SAND,DOLOMITE,INTERCRYSTALLINE/SHELTER,61.0,,16.0,200.0,PASSIVE MARGIN,FOLD,3877.1
ARBUCKLE,FORBES,USA,NORTH AMERICA,STRIKE-SLIP,ONSHORE,GAS,7904.000000000001,CRETACEOUS,DEEP MARINE,SUBMARINE FAN CHANNEL,THINLY-BEDDED SANDSTONE,SECONDARY INTERGRANULAR,,,23.0,,WRENCH,DEPOSITIONAL,1615.9
ARDJUNA-B,CIBULAKAN,INDONESIA,FAR EAST,INVERSION,OFFSHORE,OIL,30875.0,NEOGENE,COASTAL,MIXED-INFLUENCE DELTA,LOW-RESISTIVITY SANDSTONE,PRIMARY INTERGRANULAR,364.9,80.2,26.0,300.0,BACKARC,FAULT,704.3
ARDMORE,ROTLIEGEND (AUK),UK,EUROPE,INVERSION,OFFSHORE,OIL,6916.000000000001,PERMIAN,DESERT,ERG,SANDSTONE,PRIMARY INTERGRANULAR,,,23.0,1000.0,RIFT,EROSIONAL,2561.0
ARDMORE,ZECHSTEIN (HALIBUT-TURBOT),UK,EUROPE,INVERSION,OFFSHORE,OIL,6916.000000000001,PERMIAN,LOW-ENERGY CARBONATE MUD,SABKHA,DOLOMITE,VUGGY/CHANNEL,,,12.0,,RIFT,EROSIONAL,2557.9
ARENQUE,LOWER TAMAULIPAS,MEXICO,LATIN AMERICA,EXTENSION,OFFSHORE,OIL,,CRETACEOUS,FORESLOPE,PELAGIC,DOLOMITIC LIMESTONE,FRACTURE,91.5,,11.0,1.0,PASSIVE MARGIN,FOLD,3131.1
ARENQUE,SAN ANDRES,MEXICO,LATIN AMERICA,EXTENSION,OFFSHORE,OIL,,JURASSIC,HIGH-ENERGY CARBONATE SAND,SHELF-,LIMESTONE,INTERPARTICLE,111.0,,18.0,9.0,PASSIVE MARGIN,EROSIONAL,3286.0
ARLAN,BOBRIKOV-TULA,RUSSIA,FORMER SOVIET UNION,COMPRESSION,ONSHORE,OIL,597740.0,CARBONIFEROUS,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,,,22.0,760.0,FORELAND,FOLD,1250.0
ARLAN,KASHIRA-PODOL,RUSSIA,FORMER SOVIET UNION,COMPRESSION,ONSHORE,OIL,597740.0,CARBONIFEROUS,HIGH-ENERGY CARBONATE SAND,SHELF-,DOLOMITIC LIMESTONE,INTERPARTICLE,43.0,7.9,19.0,24.0,FORELAND,FOLD,841.5
ARUN,ARUN LIMESTONE (PEUTU),INDONESIA,FAR EAST,STRIKE-SLIP,ONSHORE,GAS-CONDENSATE,52858.00000000001,NEOGENE,ORGANIC BUILDUP,REEF MOUND,LIMESTONE,CHALKY MICROPOROSITY,234.8,152.4,16.0,13.5,BACKARC,DEPOSITIONAL,2884.1
ASAB,THAMAMA ZONE B-C,UAE,MIDDLE EAST,COMPRESSION,ONSHORE,OIL,123500.0,CRETACEOUS,HIGH-ENERGY CARBONATE SAND,HIGH-ENERGY RAMP SAND,LIMESTONE,INTERPARTICLE,83.5,76.2,30.0,20.0,SALT,FOLD,2393.3
ASHTART,EL GARIA,TUNISIA,AFRICA,EXTENSION,OFFSHORE,OIL,12019.02,PALEOGENE,HIGH-ENERGY CARBONATE SAND,HIGH-ENERGY RAMP SAND,LIMESTONE,INTERPARTICLE,89.9,75.0,17.2,42.0,RIFT,DEPOSITIONAL,2682.9
ASTRAKHAN,PRIKAMA-SEVEROKEL TMA-KRASNAYA POLYANA,RUSSIA /KAZAKHSTAN,FORMER SOVIET UNION,COMPRESSION,ONSHORE,GAS,995410.0,CARBONIFEROUS,ORGANIC BUILDUP,REEF-RIMMED SKELETAL BANK,LIMESTONE,INTERPARTICLE,,36.0,9.0,2.3,SALT,FOLD,3872.0
ATHABASCA,MCMURRAY-WABISKAW,CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,BITUMEN,29640000.0,CRETACEOUS,COASTAL,ESTUARY,LOW-RESISTIVITY SANDSTONE,PRIMARY INTERGRANULAR,67.1,15.2,35.0,7000.0,FORELAND,DIAGENETIC,0.0
ATTAKA,BALIKPAPAN,INDONESIA,FAR EAST,COMPRESSION,OFFSHORE,OIL,19760.0,NEOGENE,COASTAL,MIXED-INFLUENCE DELTA,LOW-RESISTIVITY SANDSTONE,PRIMARY INTERGRANULAR,1326.2,,27.0,390.0,INVERSION,FOLD,243.9
AUGER,S SAND,USA,NORTH AMERICA,GRAVITY,OFFSHORE,OIL,3176.42,NEOGENE,DEEP MARINE,SUBMARINE FAN LOBE,THINLY-BEDDED SANDSTONE,PRIMARY INTERGRANULAR,61.0,51.8,24.0,150.0,DELTA,EROSIONAL,4829.3
AUGILA-NAFOORA,UNNAMED,LIBYA,AFRICA,EXTENSION,ONSHORE,OIL,,PROTEROZOIC,BASEMENT,NOT APPLICABLE,BASEMENT,MICROPOROSITY,,,2.5,,RIFT,EROSIONAL,2628.0
AUK,ROTLIEGEND (AUK),UK,EUROPE,EXTENSION,OFFSHORE,OIL,39520.0,PERMIAN,DESERT,ERG,SANDSTONE,PRIMARY INTERGRANULAR,298.8,256.1,19.0,5.0,RIFT,EROSIONAL,2147.6
AUK,ZECHSTEIN (HALIBUT),UK,EUROPE,EXTENSION,OFFSHORE,OIL,39520.0,PERMIAN,LOW-ENERGY CARBONATE MUD,SABKHA,DOLOMITE,MOLDIC/VUGGY,9.1,9.1,13.0,53.0,RIFT,EROSIONAL,2147.6
AWALI,ARAB D,BAHRAIN,MIDDLE EAST,COMPRESSION,ONSHORE,OIL,11115.0,JURASSIC,HIGH-ENERGY CARBONATE SAND,HIGH-ENERGY RAMP SAND,LIMESTONE,INTERPARTICLE,,19.8,26.0,250.0,SALT,FOLD,1476.5
AWALI,KHUFF,BAHRAIN,MIDDLE EAST,COMPRESSION,ONSHORE,GAS,197600.0,PERMIAN,HIGH-ENERGY CARBONATE SAND,SHELF-,DOLOMITE,INTERPARTICLE,640.2,135.7,11.0,25.0,SALT,FOLD,2726.5
AWALI,MAUDDUD,BAHRAIN,MIDDLE EAST,COMPRESSION,ONSHORE,OIL,34086.0,CRETACEOUS,HIGH-ENERGY CARBONATE SAND,SHELF-,LIMESTONE,VUGGY/MOLDIC,33.5,33.5,25.0,63.0,SALT,FOLD,680.8
AZERI-CHIRAG-GUNASHLI,PRODUCTIVE SERIES (PERERIVA-BALAKHANY),AZERBAIJAN,FORMER SOVIET UNION,COMPRESSION,OFFSHORE,OIL,33987.2,NEOGENE,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,,,20.0,55.0,THRUST,FOLD,1550.3
BAB,THAMAMA ZONE B,UAE,MIDDLE EAST,GRAVITY,ONSHORE,OIL,666900.0,CRETACEOUS,HIGH-ENERGY CARBONATE SAND,HIGH-ENERGY RAMP SAND,LIMESTONE,INTERPARTICLE,43.9,38.7,25.0,30.0,SALT,FOLD,2579.3
BACH HO,TRACU-TRATAN,VIETNAM,FAR EAST,INVERSION,OFFSHORE,OIL,61750.00000000001,PALEOGENE,FLUVIAL,MEANDERING RIVER,SANDSTONE,PRIMARY INTERGRANULAR,298.8,,15.0,1.0,BACKARC,EROSIONAL,
BACH HO,UNNAMED,VIETNAM,FAR EAST,INVERSION,OFFSHORE,OIL,61750.00000000001,JURASSIC-CRETACEOUS,BASEMENT,NOT APPLICABLE,BASEMENT,FRACTURE,400.0,,3.0,17.0,BACKARC,EROSIONAL,3048.8
BACHAQUERO,LAGUNILLAS (BLOCKS III/IV),VENEZUELA,LATIN AMERICA,INVERSION,ONSHORE-OFFSHORE,OIL,36556.0,NEOGENE,COASTAL,MIXED-INFLUENCE DELTA,SANDSTONE,PRIMARY INTERGRANULAR,152.4,,23.0,1500.0,WRENCH,FAULT,2743.9
BACHAQUERO,LAGUNILLAS (INTERCAMPOS),VENEZUELA,LATIN AMERICA,INVERSION,ONSHORE-OFFSHORE,OIL,14820.0,NEOGENE,COASTAL,FLUVIAL-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,106.7,,28.0,300.0,WRENCH,FAULT,
BACHAQUERO,LAGUNILLAS (ONSHORE/BACH-02),VENEZUELA,LATIN AMERICA,INVERSION,ONSHORE-OFFSHORE,OIL,158080.0,NEOGENE,COASTAL,FLUVIAL-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,152.4,,33.0,2000.0,WRENCH,DEPOSITIONAL,304.9
BACHAQUERO,MISOA C (BLOCK III),VENEZUELA,LATIN AMERICA,INVERSION,ONSHORE-OFFSHORE,OIL,91390.0,PALEOGENE,COASTAL,FLUVIAL-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,,76.2,18.0,450.0,WRENCH,FAULT,3925.3
BADAK,BALIKPAPAN,INDONESIA,FAR EAST,INVERSION,ONSHORE,GAS-CONDENSATE,37297.0,NEOGENE,COASTAL,MIXED-INFLUENCE DELTA,SANDSTONE,PRIMARY INTERGRANULAR,2804.9,,25.0,100.0,INVERSION,FOLD,1077.7
BADEJO,CABIUNAS,BRAZIL,LATIN AMERICA,GRAVITY,OFFSHORE,OIL,5557.5,CRETACEOUS,VOLCANICS,NOT APPLICABLE,VOLCANICS,FRACTURE,,,,,RIFT,DIAGENETIC,2835.7
BADEJO,LAGOA FEIA,BRAZIL,LATIN AMERICA,GRAVITY,OFFSHORE,OIL,5557.5,CRETACEOUS,HIGH-ENERGY CARBONATE SAND,LACUSTRINE SAND,LIMESTONE,VUGGY/MOLDIC,,31.1,12.0,120.0,RIFT,DEPOSITIONAL,2495.4
BADR EL DIN-1,BAHARIYA,EGYPT,AFRICA,EXTENSION,ONSHORE,OIL,5928.000000000001,CRETACEOUS,COASTAL,BARRIER-ISLAND,LOW-RESISTIVITY SANDSTONE,PRIMARY INTERGRANULAR,35.1,14.0,12.0,15.0,RIFT,FAULT,3407.0
BADR EL DIN-1,KHARITA,EGYPT,AFRICA,EXTENSION,ONSHORE,OIL,5125.25,CRETACEOUS,FLUVIAL,MEANDERING RIVER,SANDSTONE,PRIMARY INTERGRANULAR,49.1,,14.0,250.0,RIFT,FAULT,3447.0
BADR EL DIN-2,ABU ROASH G,EGYPT,AFRICA,EXTENSION,ONSHORE,GAS-CONDENSATE,5187.0,CRETACEOUS,COASTAL,SHORELINE,SANDSTONE,PRIMARY INTERGRANULAR,145.1,29.0,21.5,55.0,RIFT,FAULT,2160.7
BADR EL DIN-2,BAHARIYA,EGYPT,AFRICA,EXTENSION,ONSHORE,GAS-CONDENSATE,24453.0,CRETACEOUS,COASTAL,SHORELINE,SANDSTONE,PRIMARY INTERGRANULAR,110.1,45.1,20.0,225.0,RIFT,FAULT,2300.6
BADR EL DIN-2,KHARITA,EGYPT,AFRICA,EXTENSION,ONSHORE,GAS-CONDENSATE,3663.01,CRETACEOUS,FLUVIAL,MEANDERING RIVER,SANDSTONE,PRIMARY INTERGRANULAR,39.9,29.9,22.0,,RIFT,FAULT,2494.5
BADR EL DIN-3,ABU ROASH C AND E,EGYPT,AFRICA,EXTENSION,ONSHORE,OIL,,CRETACEOUS,COASTAL,SHORELINE,THINLY-BEDDED SANDSTONE,PRIMARY INTERGRANULAR,,14.3,22.0,,RIFT,FAULT,2896.3
BADR EL DIN-3,KHARITA,EGYPT,AFRICA,EXTENSION,ONSHORE,GAS-CONDENSATE,,CRETACEOUS,FLUVIAL,MEANDERING RIVER,SANDSTONE,PRIMARY INTERGRANULAR,420.1,136.0,14.0,340.0,RIFT,FAULT,3414.6
BADRI,BELAYIM,EGYPT,AFRICA,EXTENSION,OFFSHORE,OIL,6807.320000000002,NEOGENE,COASTAL,MARINE FAN-DELTA,SANDSTONE,PRIMARY INTERGRANULAR,86.9,35.7,24.0,300.0,SUB-SALT,FAULT,1532.0
BADRI,KAREEM,EGYPT,AFRICA,EXTENSION,OFFSHORE,OIL,11080.42,NEOGENE,COASTAL,MARINE FAN-DELTA,SANDSTONE,PRIMARY INTERGRANULAR,304.9,88.4,16.5,50.0,SUB-SALT,FAULT,1729.0
BAHAR,PRODUCTIVE SERIES (PERERIVA-BALAKHANY),AZERBAIJAN,FORMER SOVIET UNION,COMPRESSION,OFFSHORE,OIL,12350.0,NEOGENE,LACUSTRINE,LACUSTRINE RIVER-DELTA,SANDSTONE,PRIMARY INTERGRANULAR,304.9,149.4,17.0,40.0,INVERSION,FOLD,4466.5
BAI HASSAN,MAIN LIMESTONE,IRAQ,MIDDLE EAST,COMPRESSION,ONSHORE,OIL,,PALEOGENE-NEOGENE,ORGANIC BUILDUP,SHELF-,LIMESTONE,MOLDIC,274.4,86.9,20.0,50.0,FORELAND,FOLD,747.0
BAIKOUQUAN,BAIKOUQUAN,CHINA,FAR EAST,COMPRESSION,ONSHORE,OIL,33592.0,TRIASSIC,FLUVIAL,ALLUVIAL FAN,CONGLOMERATE,PRIMARY INTERGRANULAR,160.1,30.5,12.2,71.2,SUB-THRUST,FAULT,2125.0
BAIRAM-ALI,SHATLYK,TURKMENISTAN,FORMER SOVIET UNION,COMPRESSION,ONSHORE,GAS,24403.6,CRETACEOUS,COASTAL,DELTA,SANDSTONE,PRIMARY INTERGRANULAR,70.1,60.1,20.0,123.0,FORELAND,FOLD,2771.3
BAKKEN SHALE,BAKKEN,USA /CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,,DEVONIAN-CARBONIFEROUS,DEEP MARINE,MUD-RICH SLOPE,SHALE,MICROPOROSITY,19.8,,2.5,0.0,INTRACRATONIC,DIAGENETIC,2896.3
BALAM SOUTH,TELISA 600,INDONESIA,FAR EAST,INVERSION,ONSHORE,OIL,8472.1,NEOGENE,COASTAL,SHORELINE,LOW-RESISTIVITY SANDSTONE,PRIMARY INTERGRANULAR,36.6,21.3,32.0,68.0,INVERSION,FOLD,323.2
BALDER,HEIMDAL-HERMOD-BALDER,NORWAY,EUROPE,EXTENSION,OFFSHORE,OIL,26923.0,PALEOGENE,DEEP MARINE,SUBMARINE FAN LOBE,SANDSTONE,PRIMARY INTERGRANULAR,,25.0,33.0,6000.0,RIFT,DEPOSITIONAL,1495.4
BALDPATE,BIG SAND,USA,NORTH AMERICA,GRAVITY,OFFSHORE,GAS,3198.65,NEOGENE,DEEP MARINE,SUBMARINE FAN LOBE,SANDSTONE,PRIMARY INTERGRANULAR,36.0,30.5,27.0,836.0,SALT,FOLD,4222.6
BALMORAL,LISTA (ANDREW),UK,EUROPE,INVERSION,OFFSHORE,OIL,7904.000000000001,PALEOGENE,DEEP MARINE,SUBMARINE FAN CHANNEL,SANDSTONE,PRIMARY INTERGRANULAR,213.4,,25.0,1000.0,INVERSION,FOLD,1962.5
BALOL,KALOL,INDIA,FAR EAST,INVERSION,ONSHORE,OIL,,PALEOGENE,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,45.1,4.0,28.0,5000.0,RIFT,DEPOSITIONAL,956.1
BARAM,CYCLE V-VI,MALAYSIA,FAR EAST,INVERSION,OFFSHORE,OIL,37050.0,NEOGENE,COASTAL,SHOREFACE-SHELF,SANDSTONE,PRIMARY INTERGRANULAR,,,23.0,245.0,DELTA,FOLD,725.6
BARBARA,ASTI,ITALY,EUROPE,COMPRESSION,OFFSHORE,GAS,42731.0,NEOGENE,DEEP MARINE,SUBMARINE FAN LOBE,SANDSTONE,PRIMARY INTERGRANULAR,350.0,,30.0,20.0,FORELAND,FOLD,960.4
BARNETT SHALE,BARNETT SHALE (NEWARK EAST FIELD),USA,NORTH AMERICA,INVERSION,ONSHORE,GAS,632320.0,CARBONIFEROUS,DEEP MARINE,MUD-RICH SLOPE,SHALE,MICROPOROSITY,122.0,,5.0,0.0,FORELAND,DIAGENETIC,1783.5
BARNOWKO-MOSTNO-BUSZEWO,MAIN DOLOMITE,POLAND,EUROPE,COMPRESSION,ONSHORE,OIL,15314.0,PERMIAN,HIGH-ENERGY CARBONATE SAND,SHELF-,DOLOMITE,INTERPARTICLE,50.0,,15.0,,INTRACRATONIC,DEPOSITIONAL,3079.3
BARONIA,RR2/RS2,MALAYSIA,FAR EAST,GRAVITY,OFFSHORE,OIL,16647.8,NEOGENE,COASTAL,WAVE-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,114.3,53.4,20.0,185.0,DELTA,FOLD,2016.8
BARQUE,LEMAN SANDSTONE,UK,EUROPE,INVERSION,OFFSHORE,GAS,22230.0,PERMIAN,DESERT,ERG,SANDSTONE,PRIMARY INTERGRANULAR,228.7,173.8,11.0,0.5,SUB-SALT,FAULT,2103.7
BARRACOUTA,LATROBE (M1 UNIT),AUSTRALIA,FAR EAST,INVERSION,OFFSHORE,OIL,,PALEOGENE,FLUVIAL,MEANDERING RIVER,SANDSTONE,PRIMARY INTERGRANULAR,29.9,14.9,27.0,5000.0,INVERSION,FOLD,1329.3
BARRACOUTA,LATROBE (N1 UNIT),AUSTRALIA,FAR EAST,INVERSION,OFFSHORE,GAS,46930.00000000001,PALEOGENE,FLUVIAL,MEANDERING RIVER,SANDSTONE,PRIMARY INTERGRANULAR,114.9,89.9,25.0,1000.0,INVERSION,FOLD,970.7
BARROW ISLAND,WINDALIA SAND,AUSTRALIA,FAR EAST,INVERSION,ONSHORE,OIL,61009.00000000001,CRETACEOUS,COASTAL,SHOREFACE-SHELF,LOW-RESISTIVITY SANDSTONE,PRIMARY INTERGRANULAR,36.6,,27.0,2.5,PASSIVE MARGIN,FAULT,591.5
BATI RAMAN,GARZAN,TURKEY,MIDDLE EAST,COMPRESSION,ONSHORE,OIL,38285.0,CRETACEOUS,ORGANIC BUILDUP,REEF MOUND,LIMESTONE,VUGGY/MOLDIC,,54.9,18.0,58.0,THRUST,FOLD,1310.4
BAY MARCHAND,UNNAMED,USA,NORTH AMERICA,GRAVITY,OFFSHORE,OIL,,NEOGENE,COASTAL,DELTA,SANDSTONE,PRIMARY INTERGRANULAR,,,29.0,,DELTA,FOLD,2286.6
BEAVER LODGE,MISSION CANYON (MADISON),USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,39520.0,CARBONIFEROUS,LOW-ENERGY CARBONATE MUD,OPEN SHELF,LIMESTONE,INTERPARTICLE,36.6,6.1,6.0,1.0,INTRACRATONIC,FOLD,2545.7
BEAVER RIVER,NAHANNI (MANETOE),CANADA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS,26429.0,DEVONIAN,LOW-ENERGY CARBONATE MUD,SABKHA,DOLOMITE,VUGGY,,,2.7,20.0,FORELAND,FOLD,2731.7
BEECHER ISLAND,NIOBRARA,USA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS,39520.0,CRETACEOUS,FORESLOPE,PELAGIC,CHALK,INTERPARTICLE MICROPOROSITY,8.2,,38.0,3.0,FORELAND,FOLD,426.8
BEKAPAI,BALIKPAPAN,INDONESIA,FAR EAST,INVERSION,OFFSHORE,OIL,,NEOGENE,COASTAL,MIXED-INFLUENCE DELTA,LOW-RESISTIVITY SANDSTONE,PRIMARY INTERGRANULAR,,100.6,25.0,1000.0,INVERSION,FOLD,1067.1
BEKASAP,PEMATANG-MENGGALA-BANGKO-BEKASAP,INDONESIA,FAR EAST,INVERSION,ONSHORE,OIL,9040.2,PALEOGENE-NEOGENE,COASTAL,TIDE-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,251.5,,24.0,1400.0,INVERSION,FOLD,640.2
BELAYIM MARINE,RUDEIS-KAREEM,EGYPT,AFRICA,EXTENSION,OFFSHORE,OIL,61750.00000000001,NEOGENE,DEEP MARINE,SUBMARINE FAN,SANDSTONE,PRIMARY INTERGRANULAR,396.3,152.4,18.0,400.0,SUB-SALT,FAULT,2161.6
BELIDA,LOWER ARANG,INDONESIA,FAR EAST,INVERSION,OFFSHORE,OIL,15314.0,NEOGENE,COASTAL,MIXED-INFLUENCE DELTA,SANDSTONE,PRIMARY INTERGRANULAR,61.0,,27.0,1800.0,INVERSION,FOLD,1198.5
BELIDA,UDANG,INDONESIA,FAR EAST,INVERSION,OFFSHORE,OIL,13449.15,PALEOGENE,LACUSTRINE,LACUSTRINE RIVER-DELTA,SANDSTONE,PRIMARY INTERGRANULAR,48.8,,24.0,400.0,INVERSION,FOLD,1308.8
BELL CREEK,MUDDY,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,41990.0,CRETACEOUS,COASTAL,BARRIER-ISLAND,SANDSTONE,PRIMARY INTERGRANULAR,13.7,7.0,28.5,2250.0,FORELAND,DEPOSITIONAL,1311.0
BEMOLANGA,ISALO,MADAGASCAR,AFRICA,EXTENSION,ONSHORE,OIL,259350.0,TRIASSIC,FLUVIAL,MEANDERING RIVER,SANDSTONE,PRIMARY INTERGRANULAR,274.4,30.5,19.5,446.0,PASSIVE MARGIN,FOLD,0.0
BERLIN,ATOKA DOLOMITE,USA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS,61503.00000000001,CARBONIFEROUS,FORESLOPE,DEBRIS-FLOW,DOLOMITE,MICRO-INTERCRYSTALLINE,,7.6,8.1,0.1,FORELAND,DEPOSITIONAL,4689.0
BERRI,HANIFA,SAUDI ARABIA,MIDDLE EAST,COMPRESSION,OFFSHORE,OIL,177840.0,JURASSIC,HIGH-ENERGY CARBONATE SAND,SHELF-,LIMESTONE,INTERPARTICLE,82.3,57.9,17.0,50.0,FORELAND,FOLD,2286.6
BERYL,BERYL,UK,EUROPE,EXTENSION,OFFSHORE,OIL,33345.0,JURASSIC,COASTAL,TIDE-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,152.4,129.6,17.0,350.0,RIFT,EROSIONAL,2804.9
BERYL,LEWIS,UK,EUROPE,EXTENSION,OFFSHORE,OIL,,TRIASSIC,FLUVIAL,BRAIDED RIVER,SANDSTONE,PRIMARY INTERGRANULAR,304.9,,17.0,40.0,RIFT,EROSIONAL,3109.8
BERYL,LINNHE,UK,EUROPE,EXTENSION,OFFSHORE,OIL,,JURASSIC,COASTAL,TIDE-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,91.5,36.6,14.0,100.0,RIFT,FAULT,2926.8
BERYL,NANSEN,UK,EUROPE,EXTENSION,OFFSHORE,OIL,,JURASSIC,COASTAL,SHOREFACE-SHELF,SANDSTONE,PRIMARY INTERGRANULAR,54.9,43.9,18.0,200.0,RIFT,FAULT,3036.3
BIBI HAKIMEH,ASMARI,IRAN,MIDDLE EAST,COMPRESSION,ONSHORE,OIL,182780.0,PALEOGENE-NEOGENE,LOW-ENERGY CARBONATE MUD,RESTRICTED SHELF,DOLOMITIC LIMESTONE,MOLDIC,487.8,204.9,9.0,1.0,FORELAND,FOLD,960.4
BIG SANDY,OHIO SHALE,USA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS,4940000.0,DEVONIAN,DEEP MARINE,MUD-RICH SLOPE,SHALE,FRACTURE,182.9,30.5,4.7,0.0,FORELAND,DIAGENETIC,670.7
BILLINGS NOSE,DUPEROW (TREE TOP FIELD),USA,NORTH AMERICA,EXTENSION,ONSHORE,OIL,1580.8,DEVONIAN,LOW-ENERGY CARBONATE MUD,RESTRICTED SHELF,DOLOMITE,INTERCRYSTALLINE,91.5,3.4,16.0,,INTRACRATONIC,DIAGENETIC,3333.5
BILLINGS NOSE,MISSION CANYON (BIG STICK FIELD),USA,NORTH AMERICA,EXTENSION,ONSHORE,OIL,35817.47,CARBONIFEROUS,LOW-ENERGY CARBONATE MUD,OPEN SHELF,DOLOMITE,INTERCRYSTALLINE,30.5,5.5,17.0,20.0,INTRACRATONIC,FLUIDIC,2881.1
BIMA,BATURAJA,INDONESIA,FAR EAST,INVERSION,OFFSHORE,OIL,40755.0,NEOGENE,ORGANIC BUILDUP,MUD-RICH SKELETAL BANK,LIMESTONE,MOLDIC/VUGGY,,10.7,28.0,85.0,BACKARC,DEPOSITIONAL,701.2
BINDLEY,WARSAW,USA,NORTH AMERICA,COMPRESSION,ONSHORE,OIL,2865.2,CARBONIFEROUS,ORGANIC BUILDUP,MUD MOUND,DOLOMITE,MOLDIC,15.2,3.7,15.0,35.0,FORELAND,EROSIONAL,1396.3
BLACK LAKE,SLIGO (PETTET),USA,NORTH AMERICA,GRAVITY,ONSHORE,GAS-CONDENSATE,41990.0,CRETACEOUS,HIGH-ENERGY CARBONATE SAND,SHELF-,LIMESTONE,INTERPARTICLE,45.7,22.1,15.0,133.0,PASSIVE MARGIN,DEPOSITIONAL,2375.0
BLACK OWL,YEGUA,USA,NORTH AMERICA,GRAVITY,ONSHORE,GAS,,PALEOGENE,COASTAL,FLUVIAL-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,314.0,,25.0,300.0,DELTA,FOLD,2272.9
BLACKBURN,NEVADA,USA,NORTH AMERICA,EXTENSION,ONSHORE,OIL,370.50000000000017,DEVONIAN,LOW-ENERGY CARBONATE MUD,RESTRICTED SHELF,DOLOMITE,FRACTURE/BRECCIA,,82.9,5.3,21.0,RIFT,FAULT,2027.4
BLANCO MESAVERDE,MESAVERDE,USA,NORTH AMERICA,COMPRESSION,ONSHORE,GAS,2116790.0,CRETACEOUS,COASTAL,SHORELINE,SHALY SANDSTONE,PRIMARY INTERGRANULAR,243.9,,9.5,1.0,FORELAND,FLUIDIC,1341.5
BOB WEST,WILCOX (LOPENO SANDS),USA,NORTH AMERICA,GRAVITY,ONSHORE,GAS,8645.0,PALEOGENE,COASTAL,SHORELINE,SANDSTONE,PRIMARY INTERGRANULAR,914.6,198.2,16.0,0.6,DELTA,FOLD,3010.7
BOKOR,CYCLE V-VI,MALAYSIA,FAR EAST,INVERSION,OFFSHORE,OIL,2544.1,NEOGENE,COASTAL,WAVE-DOMINATED DELTA,SANDSTONE,PRIMARY INTERGRANULAR,,,35.0,450.0,DELTA,FOLD,420.7
BOMBAY HIGH,L II,INDIA,FAR EAST,EXTENSION,OFFSHORE,OIL,81510.0,NEOGENE,LOW-ENERGY CARBONATE MUD,RESTRICTED SHELF,LIMESTONE,CHALKY MICROPOROSITY,39.6,,17.0,,PASSIVE MARGIN,FOLD,860.1
